sl,Station Number,Year Month Day Hours Minutes in YYYY,MM,DD,HH24,MI format in Local standard time,Mean global irradiance (over 1 minute) in W/sq m,Minimum 1 second global irradiance (over 1 minute) in W/sq m,Maximum 1 second global irradiance (over 1 minute) in W/sq m,Standard deviation of global irradiance (over 1 minute) in W/sq m,Uncertainty in mean global irradiance (over 1 minute) in W/sq m,Mean direct irradiance (over 1 minute) in W/sq m,Minimum 1 second direct irradiance (over 1 minute) in W/sq m,Maximum 1 second direct irradiance (over 1 minute) in W/sq m,Standard deviation of direct irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct irradiance (over 1 minute) in W/sq m,Mean diffuse irradiance (over 1 minute) in W/sq m,Minimum 1 second diffuse irradiance (over 1 minute) in W/sq m,Maximum 1 second diffuse irradiance (over 1 minute) in W/sq m,Standard deviation of diffuse irradiance (over 1 minute) in W/sq m,Uncertainty in mean diffuse irradiance (over 1 minute) in W/sq m,Mean terrestrial irradiance (over 1 minute) in W/sq m,Minimum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Maximum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Standard deviation of terrestrial irradiance (over 1 minute) in W/sq m,Uncertainty in mean terrestrial irradiance (over 1 minute) in W/sq m,Mean direct horizontal irradiance (over 1 minute) in W/sq m,Minimum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Maximum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Standard deviation of direct horizontal irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct horizontal irradiance (over 1 minute) in W/sq m,Sunshine-seconds-96 (duration of DNI exceeding 96 W/sq m over 1 minute) in seconds,Sunshine-seconds-120 (duration of DNI exceeding 120 W/sq m over 1 minute) in seconds,Sunshine-seconds-144 (duration of DNI exceeding 144 W/sq m over 1 minute) in seconds,Zenith distance in degrees
sl, 23034,2019,10,01,23,45,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 360.85, 359.88, 361.65,   0.53,   4.86,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,46,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 358.97, 357.84, 359.87,   0.58,   4.94,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,47,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 356.58, 355.41, 357.82,   0.67,   5.07,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,48,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 354.16, 352.96, 355.39,   0.76,   5.20,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,49,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 351.77, 350.65, 352.93,   0.69,   5.31,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,50,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 350.00, 348.90, 350.63,   0.46,   5.38,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,51,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 347.88, 347.25, 348.82,   0.46,   5.48,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,52,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 346.02, 344.80, 347.25,   0.88,   5.57,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,53,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 344.05, 343.21, 344.83,   0.43,   5.67,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,54,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 342.30, 341.68, 343.18,   0.45,   5.75,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,55,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 341.13, 340.47, 341.81,   0.47,   5.81,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,56,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 339.76, 339.22, 340.46,   0.39,   5.87,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,57,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 338.98, 338.51, 339.31,   0.22,   5.89,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,58,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 338.17, 337.92, 338.49,   0.14,   5.92,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,01,23,59,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 337.67, 337.26, 338.09,   0.28,   5.93,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,00,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 337.10, 336.89, 337.30,   0.11,   5.95,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,01,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 336.83, 336.56, 337.06,   0.13,   5.96,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,02,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 336.25, 336.00, 336.53,   0.13,   5.97,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,03,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 336.11, 335.95, 336.28,   0.11,   5.96,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,04,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 336.05, 335.72, 336.25,   0.15,   5.95,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,05,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.63, 335.40, 336.06,   0.19,   5.95,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,06,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.51, 335.43, 335.63,   0.05,   5.94,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,07,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.49, 335.24, 335.69,   0.11,   5.92,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,08,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.18, 335.07, 335.50,   0.11,   5.93,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,09,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.37, 335.06, 335.57,   0.17,   5.91,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,10,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.35, 335.19, 335.49,   0.07,   5.89,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,11,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.37, 334.99, 335.66,   0.19,   5.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,12,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.12, 334.90, 335.39,   0.13,   5.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,13,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.96, 334.67, 335.27,   0.19,   5.88,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,14,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.92, 334.79, 335.12,   0.07,   5.87,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,15,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.97, 334.86, 335.11,   0.06,   5.84,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,16,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.70, 334.44, 334.95,   0.15,   5.84,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,17,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.32, 334.08, 334.47,   0.09,   5.83,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,18,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.08, 333.99, 334.27,   0.07,   5.82,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,19,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.29, 334.10, 334.57,   0.11,   5.79,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,20,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.56, 334.30, 334.75,   0.12,   5.77,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,21,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.51, 334.21, 334.76,   0.16,   5.76,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,22,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.35, 334.21, 334.62,   0.11,   5.76,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,23,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.44, 334.34, 334.54,   0.06,   5.76,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,24,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 334.69, 334.40, 334.98,   0.18,   5.75,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,25,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.13, 334.87, 335.44,   0.13,   5.72,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,26,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.08, 334.84, 335.43,   0.16,   5.72,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,27,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.23, 334.98, 335.55,   0.14,   5.71,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,28,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.11, 334.92, 335.29,   0.11,   5.72,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,29,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.32, 335.01, 335.53,   0.15,   5.71,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,02,00,30,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       , 335.78, 335.47, 336.16,   0.24,   5.69,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
