sl,Station Number,Year Month Day Hours Minutes in YYYY,MM,DD,HH24,MI format in Local standard time,Mean global irradiance (over 1 minute) in W/sq m,Minimum 1 second global irradiance (over 1 minute) in W/sq m,Maximum 1 second global irradiance (over 1 minute) in W/sq m,Standard deviation of global irradiance (over 1 minute) in W/sq m,Uncertainty in mean global irradiance (over 1 minute) in W/sq m,Mean direct irradiance (over 1 minute) in W/sq m,Minimum 1 second direct irradiance (over 1 minute) in W/sq m,Maximum 1 second direct irradiance (over 1 minute) in W/sq m,Standard deviation of direct irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct irradiance (over 1 minute) in W/sq m,Mean diffuse irradiance (over 1 minute) in W/sq m,Minimum 1 second diffuse irradiance (over 1 minute) in W/sq m,Maximum 1 second diffuse irradiance (over 1 minute) in W/sq m,Standard deviation of diffuse irradiance (over 1 minute) in W/sq m,Uncertainty in mean diffuse irradiance (over 1 minute) in W/sq m,Mean terrestrial irradiance (over 1 minute) in W/sq m,Minimum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Maximum 1 second terrestrial irradiance (over 1 minute) in W/sq m,Standard deviation of terrestrial irradiance (over 1 minute) in W/sq m,Uncertainty in mean terrestrial irradiance (over 1 minute) in W/sq m,Mean direct horizontal irradiance (over 1 minute) in W/sq m,Minimum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Maximum 1 second direct horizontal irradiance (over 1 minute) in W/sq m,Standard deviation of direct horizontal irradiance (over 1 minute) in W/sq m,Uncertainty in mean direct horizontal irradiance (over 1 minute) in W/sq m,Sunshine-seconds-96 (duration of DNI exceeding 96 W/sq m over 1 minute) in seconds,Sunshine-seconds-120 (duration of DNI exceeding 120 W/sq m over 1 minute) in seconds,Sunshine-seconds-144 (duration of DNI exceeding 144 W/sq m over 1 minute) in seconds,Zenith distance in degrees
sl, 23034,2019,10,30,19,41,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,42,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,43,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,44,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,45,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,46,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,47,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,48,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,49,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,50,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,51,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,52,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,53,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,54,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,55,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,56,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,57,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,58,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,19,59,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,00,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,01,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,02,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,03,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,04,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,05,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,06,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,07,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,08,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,09,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,10,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,11,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,12,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,13,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,14,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,15,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,16,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,17,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,18,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,19,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,20,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,21,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,22,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,23,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,24,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,25,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,26,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,27,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,28,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,29,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,30,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,31,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,32,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,33,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,34,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,35,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,36,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,37,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,38,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,39,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,40,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,41,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,42,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,43,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,44,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,45,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,46,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,47,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,48,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,49,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,50,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,51,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,52,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,53,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,54,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,55,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,56,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,57,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,58,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,20,59,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,00,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,01,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,02,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,03,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,04,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,05,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,06,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,07,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,08,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,09,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,10,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,11,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,12,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,13,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,14,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
sl, 23034,2019,10,30,21,15,   0.00,   0.00,   0.00,   0.00,       ,   0.00,       ,   0.00,   0.00,       ,   0.00,   0.00,   0.00,   0.00,       ,       ,       ,       ,       ,       ,   0.00,   0.00,   0.00,   0.00,       ,    0,    0,    0,   0.00
